hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,105,2016,November,15,22,4,5,3,2,0,BB,USA,Corporate,Direct,0,1,2,F,A,1,No Deposit,89,,5,Contract,149.46,0,2,No-Show,2015-09-28
City Hotel,0,110,2015,February,23,24,0,5,2,2,1,SC,ITA,Offline TA/TO,Corporate,0,1,4,D,F,2,Refundable,363,,18,Transient,149.46,1,1,No-Show,2015-07-11
Resort Hotel,1,155,2016,August,36,22,3,10,4,1,0,HB,NLD,Offline TA/TO,TA/TO,0,1,0,G,E,2,Refundable,252,,17,Transient-Party,149.46,2,1,Canceled,2015-11-30
City Hotel,0,209,2015,January,36,17,1,1,2,0,0,BB,ESP,Direct,GDS,0,0,0,B,F,0,No Deposit,29,,14,Contract,149.46,2,4,Canceled,2015-11-01
Resort Hotel,1,224,2017,July,11,27,3,8,4,1,0,FB,DEU,Online TA,Direct,0,0,1,C,F,0,Non Refund,120,,2,Group,149.46,0,5,Check-Out,2016-10-18
Resort Hotel,0,100,2017,September,5,20,4,7,4,1,0,FB,Other,Corporate,GDS,1,2,0,D,E,4,Non Refund,340,,14,Transient,149.46,2,2,Check-Out,2017-08-31
City Hotel,0,367,2017,March,34,26,4,6,3,2,0,FB,ESP,Corporate,Direct,0,2,0,C,F,3,No Deposit,77,,10,Transient,149.46,0,0,No-Show,2017-11-15
Resort Hotel,1,102,2017,February,52,15,0,2,3,0,1,BB,USA,Direct,GDS,0,0,0,B,F,4,Refundable,345,,2,Transient-Party,149.46,0,5,Canceled,2016-03-04
Resort Hotel,0,66,2017,August,37,22,0,5,3,0,0,HB,Other,Direct,Corporate,1,2,4,F,F,4,Non Refund,145,,9,Contract,149.46,1,1,Check-Out,2015-07-13
Resort Hotel,0,214,2017,March,32,7,3,2,3,0,0,Undefined,ITA,Corporate,TA/TO,1,1,1,G,C,4,No Deposit,221,,13,Group,149.46,1,2,No-Show,2017-05-28
City Hotel,0,172,2017,April,22,21,0,7,4,0,1,SC,PRT,Online TA,TA/TO,1,1,1,C,C,2,Non Refund,228,,11,Contract,149.46,2,5,Canceled,2015-05-22
Resort Hotel,1,274,2017,June,12,19,1,9,4,1,0,HB,DEU,Corporate,GDS,1,2,2,E,B,1,No Deposit,352,,15,Group,149.46,1,0,Check-Out,2016-02-03
City Hotel,1,252,2016,October,29,14,2,8,3,2,0,Undefined,ITA,Direct,Corporate,1,2,3,F,F,0,No Deposit,147,,18,Group,149.46,1,0,No-Show,2015-02-09
City Hotel,0,255,2015,November,6,15,2,5,3,0,1,BB,Other,Online TA,Corporate,0,1,0,E,C,1,No Deposit,81,,7,Transient,149.46,0,2,No-Show,2017-01-01
City Hotel,1,274,2017,July,43,11,3,5,4,1,1,FB,Other,Online TA,Corporate,1,2,1,G,F,3,Non Refund,19,,4,Transient-Party,149.46,0,2,No-Show,2016-03-11
Resort Hotel,1,295,2017,June,43,23,1,1,1,2,1,Undefined,DEU,Offline TA/TO,GDS,0,1,3,G,A,3,Non Refund,359,,17,Group,149.46,2,5,Canceled,2015-01-29
Resort Hotel,0,128,2015,January,37,31,2,8,1,2,0,BB,ESP,Online TA,Corporate,1,2,3,B,B,1,Refundable,168,,18,Transient-Party,149.46,0,0,No-Show,2015-05-01
Resort Hotel,1,329,2017,December,36,9,4,10,1,2,0,Undefined,DEU,Offline TA/TO,GDS,1,1,4,D,G,4,Refundable,144,,11,Group,149.46,1,0,No-Show,2015-01-17
Resort Hotel,1,265,2017,September,26,1,2,5,2,0,0,FB,FRA,Corporate,Corporate,0,1,0,E,E,3,Refundable,346,,11,Transient,149.46,2,5,No-Show,2017-07-06
City Hotel,0,290,2015,March,22,13,4,10,2,0,1,FB,GBR,Online TA,Corporate,1,1,4,E,A,3,Refundable,499,,4,Group,149.46,2,4,Canceled,2017-12-17
City Hotel,0,75,2015,February,23,2,3,9,2,1,0,Undefined,FRA,Corporate,Direct,0,1,1,D,D,0,Non Refund,447,,7,Group,149.46,1,4,No-Show,2017-08-10
City Hotel,1,343,2017,October,12,7,3,8,2,1,0,FB,PRT,Online TA,TA/TO,0,1,1,C,B,2,No Deposit,220,,4,Transient-Party,149.46,2,5,No-Show,2017-05-28
Resort Hotel,1,16,2017,December,8,5,2,10,2,1,0,SC,BRA,Online TA,GDS,1,0,4,B,G,4,No Deposit,424,,6,Contract,149.46,2,1,Check-Out,2017-08-19
Resort Hotel,0,312,2017,December,43,11,1,1,1,2,0,Undefined,FRA,Online TA,Direct,1,2,0,E,C,3,No Deposit,251,,11,Contract,149.46,1,4,Check-Out,2015-06-29
City Hotel,0,256,2015,May,16,4,1,10,3,0,1,FB,GBR,Online TA,Direct,0,0,0,A,C,3,Non Refund,267,,15,Transient,149.46,0,0,Check-Out,2015-10-18
Resort Hotel,0,279,2016,December,39,8,3,9,1,1,0,SC,USA,Direct,Direct,0,1,0,F,A,0,Non Refund,466,,9,Transient-Party,149.46,1,0,Check-Out,2015-03-02
Resort Hotel,1,126,2015,July,39,30,4,1,2,1,1,BB,BRA,Corporate,GDS,1,2,1,C,E,4,No Deposit,330,,19,Transient,149.46,1,4,No-Show,2015-04-27
City Hotel,1,367,2015,October,27,13,4,1,2,0,1,HB,ESP,Corporate,GDS,0,0,3,A,A,1,Refundable,493,,12,Transient-Party,149.46,1,4,Canceled,2015-07-07
City Hotel,0,6,2015,August,17,12,4,4,1,1,1,Undefined,FRA,Corporate,TA/TO,1,2,0,E,C,4,No Deposit,325,,13,Transient-Party,149.46,0,1,Check-Out,2015-10-10
Resort Hotel,1,347,2016,May,24,16,3,7,1,1,0,FB,NLD,Corporate,Direct,0,2,3,E,E,2,Non Refund,132,,10,Transient-Party,149.46,0,1,Check-Out,2015-06-05
Resort Hotel,1,157,2016,December,45,29,4,2,4,1,0,FB,DEU,Direct,Corporate,0,1,4,F,B,0,No Deposit,359,,14,Transient,149.46,0,5,Canceled,2015-11-19
City Hotel,1,46,2016,September,39,16,4,2,4,2,0,SC,DEU,Corporate,TA/TO,0,1,3,D,C,2,No Deposit,369,,16,Transient-Party,149.46,0,3,Check-Out,2017-09-11
Resort Hotel,0,40,2016,June,4,12,0,10,2,2,1,Undefined,NLD,Offline TA/TO,Direct,1,1,3,E,C,0,No Deposit,295,,10,Contract,149.46,2,2,No-Show,2016-09-01
Resort Hotel,1,395,2015,March,7,30,0,5,4,2,1,Undefined,ESP,Offline TA/TO,TA/TO,0,2,1,A,B,3,Non Refund,130,,0,Contract,149.46,2,1,Canceled,2016-06-14
Resort Hotel,1,21,2016,April,49,19,4,3,1,0,0,BB,FRA,Offline TA/TO,GDS,0,1,2,D,G,0,Refundable,222,,5,Transient-Party,149.46,0,3,Check-Out,2015-07-29
Resort Hotel,1,269,2017,July,48,22,0,4,3,1,1,HB,GBR,Offline TA/TO,Direct,1,1,1,B,F,4,Non Refund,480,,18,Transient-Party,149.46,1,1,Canceled,2017-08-30
City Hotel,0,349,2017,November,25,27,2,6,3,2,0,HB,DEU,Online TA,GDS,1,0,3,G,G,0,Refundable,163,,13,Contract,149.46,0,0,Canceled,2017-04-18
Resort Hotel,1,206,2017,March,30,3,3,10,1,1,0,Undefined,PRT,Direct,Direct,1,2,1,C,A,2,Refundable,78,,16,Contract,149.46,1,1,Canceled,2016-10-26
City Hotel,0,125,2017,June,23,20,1,7,2,0,0,BB,ITA,Corporate,GDS,1,2,4,F,A,1,Refundable,425,,5,Contract,149.46,2,3,Canceled,2015-12-26
Resort Hotel,0,334,2016,October,22,22,3,5,1,0,1,BB,PRT,Direct,Direct,0,1,3,B,G,3,No Deposit,405,,10,Group,149.46,1,3,Canceled,2017-03-13
City Hotel,1,63,2017,July,14,24,4,7,1,2,1,BB,ITA,Direct,GDS,0,1,4,E,A,1,Refundable,40,,19,Group,149.46,1,2,Canceled,2017-02-10
Resort Hotel,1,148,2017,January,35,7,0,6,3,1,0,BB,ITA,Online TA,GDS,1,0,0,F,G,3,No Deposit,423,,11,Contract,149.46,2,4,No-Show,2015-04-29
City Hotel,0,286,2016,July,34,17,3,3,1,2,0,FB,ESP,Corporate,Direct,1,2,1,C,B,2,Non Refund,145,,3,Transient,149.46,2,0,No-Show,2017-10-29
City Hotel,1,248,2017,March,47,24,0,7,4,2,1,SC,GBR,Offline TA/TO,GDS,1,0,4,C,F,0,Refundable,349,,16,Transient-Party,149.46,1,5,Canceled,2015-08-16
City Hotel,0,317,2016,August,20,15,3,1,2,0,0,FB,FRA,Direct,TA/TO,0,1,2,C,F,3,Refundable,384,,1,Contract,149.46,0,5,Check-Out,2015-11-13
City Hotel,1,338,2016,October,19,27,0,10,3,0,0,FB,FRA,Corporate,Corporate,0,0,4,D,B,2,No Deposit,251,,4,Transient-Party,149.46,0,2,Canceled,2015-09-29
City Hotel,1,365,2016,July,10,21,4,2,1,1,1,SC,NLD,Online TA,Corporate,1,0,2,D,F,2,Refundable,40,,15,Transient,149.46,0,0,Check-Out,2016-12-06
City Hotel,1,169,2015,October,22,29,2,3,2,0,1,Undefined,BRA,Online TA,TA/TO,1,1,1,D,G,2,Refundable,334,,17,Group,149.46,2,1,Canceled,2016-07-20
Resort Hotel,0,138,2017,March,18,13,1,7,3,1,0,Undefined,PRT,Offline TA/TO,Direct,1,0,4,G,A,1,Non Refund,205,,18,Transient-Party,149.46,2,2,Check-Out,2015-05-21
Resort Hotel,1,107,2016,November,36,21,3,1,1,0,1,BB,ESP,Direct,TA/TO,1,1,3,F,E,3,No Deposit,166,,9,Transient,149.46,0,4,Canceled,2015-10-23
City Hotel,1,339,2017,January,39,10,0,9,2,0,0,FB,ITA,Corporate,TA/TO,0,2,4,F,C,3,No Deposit,209,,6,Group,149.46,1,1,Check-Out,2016-11-12
Resort Hotel,0,346,2017,July,38,8,2,8,1,1,0,Undefined,ESP,Online TA,Direct,0,2,2,D,F,3,Non Refund,460,,2,Transient,149.46,1,5,No-Show,2017-10-17
City Hotel,1,60,2017,December,30,7,1,5,3,2,0,HB,NLD,Offline TA/TO,TA/TO,1,2,4,F,C,4,Non Refund,330,,6,Transient,149.46,1,3,Check-Out,2016-05-28
Resort Hotel,0,374,2016,July,40,9,2,3,3,0,0,FB,FRA,Corporate,Direct,1,0,0,F,E,3,Non Refund,332,,6,Contract,149.46,1,2,Check-Out,2017-06-28
City Hotel,1,59,2016,March,41,31,4,4,3,0,0,FB,GBR,Offline TA/TO,Direct,0,1,1,A,F,1,Non Refund,488,,5,Transient-Party,149.46,2,5,Check-Out,2017-12-19
Resort Hotel,1,174,2016,November,29,31,1,5,4,2,0,FB,Other,Corporate,GDS,1,0,1,D,F,0,Refundable,361,,16,Transient-Party,149.46,2,1,No-Show,2015-05-11
Resort Hotel,1,63,2017,December,11,6,2,8,1,1,1,FB,USA,Corporate,Corporate,1,2,2,C,C,2,Non Refund,133,,18,Contract,149.46,2,1,No-Show,2017-04-02
City Hotel,0,368,2015,August,4,29,3,5,3,1,0,FB,PRT,Online TA,Direct,1,2,2,E,E,0,No Deposit,251,,15,Group,149.46,1,2,Canceled,2017-10-14
City Hotel,0,347,2015,October,1,4,3,8,3,2,0,Undefined,NLD,Corporate,TA/TO,0,2,3,B,G,2,Refundable,176,,15,Transient-Party,149.46,1,1,No-Show,2015-07-16
City Hotel,1,146,2017,November,7,6,4,10,3,2,1,SC,GBR,Corporate,Direct,0,0,1,F,C,3,No Deposit,210,,14,Group,149.46,2,4,Canceled,2015-07-26
City Hotel,0,319,2015,January,15,16,4,8,3,1,1,Undefined,NLD,Offline TA/TO,Direct,0,0,1,B,B,4,Refundable,219,,11,Transient,149.46,0,5,No-Show,2015-07-28
Resort Hotel,0,278,2017,February,24,10,1,6,1,0,0,BB,GBR,Corporate,Direct,1,0,3,E,E,2,Non Refund,330,,5,Transient-Party,149.46,0,1,Canceled,2016-07-03
City Hotel,1,134,2017,March,29,16,4,8,4,2,1,BB,Other,Offline TA/TO,Direct,0,0,2,A,F,4,Refundable,23,,2,Transient,149.46,1,3,Check-Out,2016-11-21
City Hotel,1,32,2015,December,32,24,4,2,4,0,0,FB,NLD,Corporate,TA/TO,1,2,2,E,F,3,Refundable,175,,11,Group,149.46,2,0,No-Show,2017-10-03
Resort Hotel,1,5,2016,January,21,9,2,2,1,1,0,HB,ESP,Offline TA/TO,Corporate,1,1,4,D,B,1,Non Refund,218,,1,Transient-Party,149.46,0,0,No-Show,2015-06-11
Resort Hotel,0,111,2015,September,8,6,1,3,3,0,1,BB,PRT,Offline TA/TO,Corporate,1,1,3,C,G,4,Refundable,279,,7,Contract,149.46,2,3,Canceled,2017-07-28
City Hotel,1,1,2015,September,44,25,1,10,4,1,1,FB,Other,Corporate,GDS,1,1,3,F,D,3,Refundable,63,,9,Group,149.46,2,0,Check-Out,2015-05-01
City Hotel,0,231,2015,August,48,13,1,3,3,2,0,BB,NLD,Offline TA/TO,GDS,0,0,2,F,B,0,No Deposit,397,,6,Group,149.46,0,0,Canceled,2015-09-29
City Hotel,1,230,2016,May,7,27,4,1,3,1,0,SC,DEU,Direct,GDS,1,2,2,D,G,1,No Deposit,65,,15,Transient-Party,149.46,2,0,No-Show,2017-06-23
City Hotel,0,206,2016,June,16,17,3,8,3,1,1,HB,DEU,Corporate,Direct,1,0,2,E,D,1,Non Refund,309,,15,Transient,149.46,2,4,Check-Out,2015-10-13
City Hotel,0,191,2017,January,14,13,0,6,3,1,1,HB,PRT,Online TA,Corporate,1,1,3,C,F,4,Refundable,72,,12,Contract,149.46,0,3,No-Show,2017-01-31
Resort Hotel,0,75,2015,December,36,9,4,3,1,0,1,BB,PRT,Corporate,GDS,1,0,1,D,G,0,Non Refund,427,,10,Contract,149.46,2,4,Canceled,2016-03-01
City Hotel,1,266,2016,June,22,10,4,9,1,0,1,HB,Other,Corporate,GDS,1,1,3,C,G,2,Refundable,410,,3,Contract,149.46,0,4,No-Show,2017-08-25
City Hotel,0,263,2015,September,17,18,1,10,1,0,0,FB,ITA,Direct,Direct,1,0,4,F,E,3,Refundable,245,,4,Transient,149.46,1,2,No-Show,2015-07-08
City Hotel,1,166,2017,May,30,8,1,10,2,2,0,Undefined,GBR,Corporate,TA/TO,1,2,4,C,A,3,Refundable,330,,0,Contract,149.46,1,3,Canceled,2017-05-29
Resort Hotel,0,281,2017,September,33,16,4,6,3,1,1,Undefined,ITA,Offline TA/TO,Corporate,0,1,1,E,F,3,Non Refund,497,,15,Transient,149.46,1,0,Check-Out,2017-03-20
City Hotel,0,386,2016,May,38,26,3,2,2,0,0,FB,USA,Direct,TA/TO,1,1,1,G,A,4,Non Refund,414,,10,Group,149.46,1,2,No-Show,2016-04-17
Resort Hotel,0,328,2017,September,9,27,3,1,4,1,0,FB,FRA,Direct,Direct,1,2,3,C,C,3,Refundable,457,,12,Transient-Party,149.46,1,5,Canceled,2017-09-04
Resort Hotel,1,274,2015,July,3,9,1,1,1,0,0,BB,USA,Offline TA/TO,Corporate,1,0,2,F,C,4,Refundable,264,,15,Group,149.46,2,4,No-Show,2017-06-25
Resort Hotel,1,75,2015,November,5,13,3,1,4,0,0,HB,ESP,Online TA,GDS,1,2,0,F,G,1,No Deposit,142,,15,Group,149.46,2,4,No-Show,2017-10-31
City Hotel,1,22,2017,July,37,29,0,1,3,1,1,BB,GBR,Online TA,Corporate,0,2,2,C,G,3,No Deposit,122,,11,Transient-Party,149.46,0,1,No-Show,2016-04-02
Resort Hotel,1,252,2016,January,2,17,3,2,3,0,0,BB,NLD,Online TA,Direct,0,0,3,C,C,4,No Deposit,25,,9,Contract,149.46,2,2,Check-Out,2015-08-09
City Hotel,0,374,2016,March,18,15,0,9,4,0,0,FB,NLD,Offline TA/TO,GDS,0,2,2,D,C,4,Non Refund,170,,9,Transient-Party,149.46,2,3,No-Show,2015-10-23
City Hotel,0,107,2015,August,29,26,0,6,4,0,0,FB,BRA,Online TA,TA/TO,0,1,1,B,D,0,Non Refund,125,,0,Contract,149.46,2,3,Canceled,2016-06-30
City Hotel,1,215,2015,December,22,27,4,1,3,1,1,BB,NLD,Offline TA/TO,Corporate,1,2,2,B,F,4,Refundable,185,,14,Group,149.46,0,0,Canceled,2017-01-23
City Hotel,0,367,2017,September,20,23,4,10,2,2,0,HB,ITA,Offline TA/TO,Direct,1,1,0,E,C,1,Non Refund,85,,5,Transient-Party,149.46,1,4,Canceled,2017-09-29
Resort Hotel,1,210,2017,April,33,20,3,8,3,1,0,FB,ITA,Online TA,Corporate,1,1,3,G,A,0,Refundable,495,,5,Group,149.46,0,4,Canceled,2016-02-24
City Hotel,0,344,2017,October,51,22,0,5,3,2,0,HB,BRA,Direct,Direct,1,1,1,D,D,4,Non Refund,222,,9,Group,149.46,0,2,Canceled,2016-09-29
City Hotel,1,119,2017,August,44,7,0,9,4,0,1,SC,GBR,Online TA,Corporate,0,1,2,D,B,3,Non Refund,390,,18,Contract,149.46,0,4,No-Show,2016-07-31
Resort Hotel,0,285,2017,August,16,6,1,7,2,1,0,BB,GBR,Direct,GDS,1,2,4,A,C,1,Non Refund,309,,13,Contract,149.46,0,5,Canceled,2015-02-11
Resort Hotel,1,205,2016,May,35,15,2,4,2,0,1,FB,FRA,Direct,Corporate,0,0,0,A,A,2,Refundable,77,,6,Transient-Party,149.46,2,2,Check-Out,2015-10-02
Resort Hotel,0,182,2017,October,32,31,3,8,3,1,0,SC,FRA,Direct,GDS,1,1,1,D,G,3,Refundable,468,,18,Transient,149.46,0,5,Canceled,2015-09-20
City Hotel,0,253,2015,March,43,31,0,2,1,2,1,BB,NLD,Corporate,Corporate,1,0,3,B,D,2,Refundable,454,,12,Contract,149.46,2,2,No-Show,2016-06-10
City Hotel,1,141,2017,August,30,5,3,6,1,1,1,BB,PRT,Corporate,TA/TO,0,2,2,B,G,0,No Deposit,378,,17,Transient-Party,149.46,1,3,Canceled,2016-02-04
Resort Hotel,0,333,2017,November,28,16,0,6,4,2,0,FB,NLD,Direct,Corporate,0,2,4,C,B,3,No Deposit,319,,15,Transient,149.46,0,4,Check-Out,2015-08-08
Resort Hotel,0,122,2015,July,48,7,3,10,2,1,1,HB,PRT,Corporate,TA/TO,0,2,0,B,D,4,Non Refund,267,,6,Transient,149.46,1,1,Check-Out,2017-11-10
Resort Hotel,0,9,2015,July,28,21,1,4,3,2,0,HB,GBR,Offline TA/TO,GDS,0,0,3,C,A,3,Refundable,333,,7,Transient,149.46,0,0,Canceled,2017-01-16
City Hotel,0,248,2016,August,44,5,2,8,4,0,0,HB,GBR,Direct,TA/TO,0,1,0,B,B,1,Non Refund,408,,8,Contract,149.46,1,0,No-Show,2015-07-19
City Hotel,0,170,2015,January,26,17,3,9,4,0,1,HB,ITA,Online TA,Direct,0,0,0,F,D,1,Refundable,31,,3,Transient-Party,149.46,2,0,Check-Out,2016-05-19
City Hotel,1,268,2016,January,38,6,0,1,3,2,0,HB,NLD,Offline TA/TO,GDS,1,1,3,G,C,3,Refundable,62,,3,Group,149.46,1,1,Check-Out,2017-01-30
City Hotel,0,150,2015,August,10,28,3,1,1,0,1,Undefined,Other,Online TA,TA/TO,1,1,3,A,G,4,Refundable,4,,19,Transient,149.46,0,5,Canceled,2016-12-09
City Hotel,1,303,2017,December,31,28,0,1,4,0,0,Undefined,NLD,Online TA,TA/TO,1,2,0,E,E,1,Refundable,445,,2,Transient,149.46,2,4,Canceled,2015-02-26
City Hotel,1,164,2017,March,18,13,3,7,4,2,1,SC,PRT,Offline TA/TO,TA/TO,1,0,0,B,B,1,No Deposit,429,,9,Contract,149.46,1,3,Check-Out,2015-07-16
Resort Hotel,0,70,2015,September,2,29,3,1,4,2,0,Undefined,USA,Corporate,TA/TO,0,0,4,F,C,3,Refundable,345,,2,Group,149.46,1,0,No-Show,2015-04-20
City Hotel,1,168,2015,January,9,4,4,2,4,0,0,SC,NLD,Offline TA/TO,Corporate,1,1,3,D,A,3,No Deposit,443,,0,Group,149.46,2,1,No-Show,2017-03-08
City Hotel,0,115,2016,July,26,28,0,10,3,0,1,SC,USA,Direct,TA/TO,0,2,4,C,G,3,Refundable,381,,11,Transient,149.46,0,1,Check-Out,2016-12-01
City Hotel,1,26,2016,November,27,26,0,8,4,0,1,HB,GBR,Online TA,TA/TO,0,0,3,G,G,2,No Deposit,134,,1,Group,149.46,1,4,Check-Out,2015-10-01
Resort Hotel,0,74,2017,April,45,15,1,7,3,1,1,BB,Other,Direct,TA/TO,0,1,2,G,A,4,Non Refund,35,,7,Transient-Party,149.46,1,4,Canceled,2017-05-18
Resort Hotel,0,181,2017,December,51,3,4,9,2,1,1,SC,GBR,Offline TA/TO,GDS,0,2,4,G,B,1,No Deposit,47,,17,Contract,149.46,0,2,Canceled,2016-09-08
Resort Hotel,1,313,2015,October,35,31,1,4,3,0,1,Undefined,USA,Offline TA/TO,GDS,0,1,4,C,C,2,No Deposit,260,,11,Contract,149.46,1,3,Canceled,2016-07-09
City Hotel,1,92,2015,January,35,15,1,2,3,1,0,FB,DEU,Offline TA/TO,GDS,1,0,2,A,A,2,No Deposit,304,,0,Transient,149.46,2,3,No-Show,2017-08-03
Resort Hotel,1,297,2016,December,27,11,2,7,3,2,0,BB,FRA,Online TA,TA/TO,1,0,1,C,D,3,Refundable,393,,17,Contract,149.46,2,2,Check-Out,2015-08-21
City Hotel,1,34,2016,September,7,22,2,7,1,2,1,FB,NLD,Online TA,Corporate,0,0,1,F,B,3,Non Refund,467,,11,Group,149.46,0,4,Canceled,2017-08-24
Resort Hotel,1,251,2015,April,10,13,2,4,4,0,1,FB,DEU,Offline TA/TO,Corporate,1,0,2,G,A,4,No Deposit,156,,10,Transient-Party,149.46,2,2,Check-Out,2015-06-17
City Hotel,1,33,2016,May,7,3,4,4,2,2,0,BB,ESP,Offline TA/TO,TA/TO,1,2,1,E,C,2,Refundable,380,,7,Contract,149.46,0,2,Check-Out,2017-04-23
City Hotel,1,283,2015,September,34,21,3,3,3,2,0,FB,ITA,Offline TA/TO,Direct,1,2,2,G,F,1,Non Refund,226,,4,Transient-Party,149.46,1,0,Canceled,2015-06-07
City Hotel,1,371,2016,November,2,6,3,5,1,0,1,BB,USA,Corporate,TA/TO,0,0,4,E,B,0,Non Refund,133,,5,Contract,149.46,1,4,Canceled,2015-05-03
Resort Hotel,0,363,2016,July,14,25,2,4,2,1,0,Undefined,USA,Offline TA/TO,GDS,0,2,0,E,C,0,Non Refund,119,,13,Transient,149.46,1,4,Check-Out,2016-06-23
City Hotel,1,353,2015,September,17,25,2,5,4,1,0,Undefined,ESP,Offline TA/TO,Corporate,0,2,3,G,F,3,Non Refund,325,,16,Group,149.46,1,3,No-Show,2017-05-31
City Hotel,1,349,2016,August,40,3,2,9,4,1,0,FB,PRT,Corporate,GDS,0,0,2,E,A,3,No Deposit,375,,15,Group,149.46,0,3,Canceled,2015-09-24
Resort Hotel,0,74,2015,July,33,12,0,8,1,2,1,SC,GBR,Corporate,TA/TO,0,0,1,C,A,0,Non Refund,191,,4,Contract,149.46,0,3,Canceled,2016-01-04
Resort Hotel,1,32,2015,May,45,30,2,3,4,1,1,SC,ITA,Direct,Corporate,1,1,1,F,B,2,Refundable,179,,12,Contract,149.46,0,4,Check-Out,2015-01-11
Resort Hotel,0,157,2016,July,9,9,4,1,1,2,1,FB,GBR,Online TA,Corporate,0,1,0,B,D,0,Refundable,396,,7,Contract,149.46,0,2,No-Show,2016-05-12
Resort Hotel,0,213,2015,December,12,12,1,4,4,2,0,SC,DEU,Corporate,GDS,1,2,4,G,C,0,No Deposit,335,,4,Transient-Party,149.46,2,3,No-Show,2015-06-21
City Hotel,0,73,2016,June,7,20,0,10,4,0,0,Undefined,GBR,Direct,Corporate,0,1,2,G,D,1,Refundable,373,,17,Group,149.46,0,0,Check-Out,2017-06-06
Resort Hotel,1,1,2017,March,28,22,2,5,4,1,0,HB,BRA,Corporate,TA/TO,0,2,4,E,A,1,Non Refund,132,,3,Transient-Party,149.46,2,2,Canceled,2017-04-24
City Hotel,0,146,2015,September,10,10,4,5,3,0,1,Undefined,DEU,Direct,GDS,1,1,0,G,B,1,No Deposit,292,,2,Contract,149.46,2,5,Canceled,2017-10-07
City Hotel,0,338,2017,August,15,28,4,7,4,0,1,BB,DEU,Offline TA/TO,Direct,1,0,2,C,F,0,Non Refund,231,,1,Transient,149.46,2,1,Check-Out,2015-08-20
Resort Hotel,1,152,2016,June,39,6,3,4,3,2,1,FB,GBR,Offline TA/TO,Direct,0,1,3,C,D,2,Refundable,380,,19,Transient,149.46,0,4,No-Show,2015-08-13
Resort Hotel,0,248,2017,December,30,16,2,3,2,0,1,BB,PRT,Direct,Corporate,0,1,1,C,F,2,Non Refund,332,,1,Contract,149.46,2,3,Canceled,2017-06-20
City Hotel,0,377,2015,May,33,10,3,10,2,0,1,Undefined,FRA,Offline TA/TO,Corporate,0,2,3,B,D,0,Non Refund,75,,10,Transient,149.46,2,4,No-Show,2017-06-20
Resort Hotel,1,60,2015,June,23,19,2,4,3,2,0,BB,PRT,Online TA,Corporate,0,1,1,A,E,4,Non Refund,454,,12,Group,149.46,2,5,Canceled,2016-01-14
Resort Hotel,1,290,2015,October,12,30,0,6,2,0,0,BB,ITA,Online TA,GDS,0,1,2,C,E,4,Refundable,377,,14,Transient,149.46,2,0,No-Show,2016-12-14
City Hotel,0,37,2015,April,19,19,1,10,1,0,0,SC,BRA,Online TA,TA/TO,0,0,1,F,E,1,Refundable,143,,4,Group,149.46,2,2,Canceled,2016-07-09
City Hotel,1,276,2015,May,50,4,2,8,1,0,0,Undefined,USA,Corporate,Corporate,0,2,0,E,D,1,Non Refund,113,,11,Transient,149.46,1,2,Canceled,2016-10-30
Resort Hotel,0,89,2016,May,38,1,3,9,3,2,1,HB,USA,Corporate,TA/TO,1,1,1,G,B,3,Non Refund,43,,15,Transient,149.46,0,4,No-Show,2017-12-20
City Hotel,0,246,2016,January,43,25,4,6,2,2,0,HB,DEU,Direct,TA/TO,0,1,2,E,D,0,Non Refund,145,,19,Transient-Party,149.46,1,4,No-Show,2015-01-23
City Hotel,0,270,2015,July,6,11,3,8,1,2,1,HB,FRA,Corporate,GDS,0,1,3,B,C,2,No Deposit,194,,5,Group,149.46,0,1,No-Show,2016-04-25
City Hotel,0,330,2015,October,19,21,1,4,4,2,1,SC,GBR,Direct,GDS,1,0,0,C,G,4,Non Refund,354,,12,Contract,149.46,2,3,No-Show,2015-05-04
Resort Hotel,1,38,2017,September,26,10,1,4,2,2,1,SC,USA,Corporate,TA/TO,0,1,2,F,F,3,Non Refund,333,,1,Transient,149.46,2,5,Canceled,2015-11-24
Resort Hotel,1,298,2015,November,23,11,0,5,2,0,1,HB,Other,Direct,GDS,1,0,0,A,D,2,Refundable,52,,18,Transient-Party,149.46,0,4,Canceled,2015-05-26
City Hotel,1,36,2017,December,7,17,2,10,3,1,0,SC,ESP,Offline TA/TO,GDS,1,2,3,C,F,1,Non Refund,299,,14,Contract,149.46,2,5,Check-Out,2015-09-19
City Hotel,0,284,2015,October,37,2,1,10,2,2,1,BB,GBR,Direct,TA/TO,0,1,3,G,C,3,No Deposit,483,,15,Group,149.46,0,1,Canceled,2015-07-03
City Hotel,0,263,2015,November,7,8,0,9,4,2,0,HB,USA,Online TA,TA/TO,1,0,2,G,C,4,Refundable,289,,5,Transient,149.46,0,5,No-Show,2016-06-29
